id,texto,emocion
3983,Y era mucho pedir que me agarrara esta angustia con una de ron in USER house? #VenezuelaLibre #FuerzaVenezuela,others
3984,En imágenes: #Paris contempla impotente el incendio de la Catedral de #NotreDame https://t.co/NdXdStf6fU,others
3985,"#GretaThunberg, lleva su lucha contra el #CambioClimático a Bruselas. 16 años, pero con una fuerte convicción ¡Vamos! 💪https://t.co/Ob7uUaX5YO",joy
3986,Puto el que NO lea. #DiaDelLibro,disgust
3987,"#ConRiveraNo grita la calle. Ojalá sea verdad. Cosas que tener en cuenta y no dejar de vigilar, esos peligrosos 24 escaños, pero una buena noche. La izquierda se ha movilizado por fin. #NoPasaran #SiSePuede #ElecccionesGenerales28A",others
3988,Llega la hora de la verdad vamos.!!! #ChampionsLeague #BarcaLiverpool,joy
3989,"#LaLiga Jornada 35. Atlético Madrid 1-0 Valladolid Estadio Wanda Metropolitano, Madrid, España.",others
3990,"🇪🇸 BARCELONA CAMPEÓN 🇪🇸 El conjunto catalán se consagró campeón de #LaLiga tras derrotar al #Levante con un gol de #LionelMessi. Con ésta victoria, el #Barcelona alcanzó 26 títulos de LaLiga. https://t.co/UYNZYyEUyt",joy
3991,#ChampionsLeague El egipcio la tuvo y por eso los diablos están a un paso del fracaso.,fear
3992,#DiaDelLibro en USER lo celebramos con un conversatorio sobre #Curandería de #VictoroaLarrosa en la USER el domingo 28/4 20:30hs en el espacio USER https://t.co/LRjm0EVmoj,others
3993,"#NadaPersonal | USER , desde #Venezuela: ""Hay que esperar que Maduro salga a público y diga qué va a hacer de ahora en adelante"" https://t.co/Oz6xkdFFEm",others
3994,"En serio gente tan pendeja que se ha burlado de lo que pasó en #Paris en que momento Twitter se invadió de tanto animal de gente tan idiota, estúpida si la catedral es algo material si, pero tenía un valor de años algo que difícil para tarados será de entender #NotreDameEnLlamas",anger
3995,Felicidad es ver que alguien te agarre y te mire como Messi agarra la copa y verle sonreír. #Messi #LaLiga #Barcelona https://t.co/n4XoPMPb4f,joy
3996,"Los dos sabían que iba a pasar, los dos se callaron para que todo saliera bien. #GameOfTrones #Endgame #JuegoDeTronos https://t.co/2HV5Y3rIi1",others
3997,"Bueno, por lo menos un ""Juego de Tronos"" nos va a dar alegrías este fin de semana. Dentro de unas horas, esto será un funeral. 😅#ElecccionesGenerales28A #JuegoDeTronos https://t.co/JGb1TRj1N6",others
3998,"Anheló de vivir , la vida de Vincent Van Goh , de mis libros favoritos USER #DiaDelLibro",sadness
3999,CUANDO NO LIONEL EL MEJOR DE TODOS LOS TIEMPOS SIGANSELA CHUPANDO AL REY #ChampionsLeague,joy
4000,TEORÍA: ¿Matará Daenerys a Jon Nieve al final de #JuegoDeTronos? https://t.co/5bjAV97Ksg,others
4001,"Para mí, este siempre será el auténtico rey de la noche. #JuegodeTronos https://t.co/lEv1SpFRoO",joy
4002,"Mal inicio de temporada #FM19 con el #RCDEspanyol, ¿Quien se pasa? https://t.co/EbimBOOTYv #twitch #Volem #EspanyoldeBarcelona #ChampionsLeague #planterRCDE #LaLiga #WeStreamFM #fm2019 #footballmanager #FM19 #YouTube #RCDE",others
4003,Que bonito candidatos electorales que sacan libros en el tema del empleo. Supongo que será un homenaje a los libreros 🤔🙈? #DíaDelLibro #debateAtresmedia #ElDebateDecisivo,others
4004,"Hola fachas, los progres hemos dormido muy tranquilos esta noche. Meteos las espadas donde os quepan #ElecccionesGenerales28A",others
4005," USER USER Y cuanto vale el apoyo de esas ratas? Recordemos que somos ""insignificantes"" ante el mundo así que vale mierda si la USER apoya o no lo que pase en #venezuela",anger
4006,"USER USER Que decepción, mi ídolo apoyando un golpe de estado militar 🤦‍♀️ #VenezuelaLibre El pueblo de un bando y otro, se matarán entre ellos, y la oposición golpista, en embajadas a buen recaudo, barbaros, insensatos, así no se hace. #Maduro, elecciones libres y democráticas ¡Y vete, ya!",anger
4007,Lo que mas me alegra de todo es ver la caida del PP #ElecccionesGenerales28A,joy
4008,"Lo de USER es tan maravilloso y levanta tantas banderas, que renueva toda esperanza en un mundo mejor en sólo tres minutos. #GretaThunberg #climatechange #RevoluciónFeminista https://t.co/vs83K5iahd",joy
4009,#Ahora Ronny Rodríguez Rosas USER Periodista venezolano de USER charlando en USER sobre las manifestaciones y la liberación de #LeopoldoLopez en #Venezuela con su posterior asilo en la embajada chilena. 📻#FM88.5 #Am580 https://t.co/bXoJTpgpkR,others
4010,"#Venezuela Levanten el bloqueo y evitas un golpe estado, luego elecciones libres y ni una gota de sangre en las calles, no apoyo a Maduro, es más creo que es lo más nefasto para Venezuela pero un derramamiento de sangre solo pasa por las cabezas desquiciadas y enfermas",anger
4011,"No me gustan los circos mediáticos y menos aún el que se ha montado entorno a #GretaThunberg. Los mensajes apocalípticos son, precisamente, caldo de cultivo del negacionismo en los países desarrollados. Y, a estas alturas, es lo último que necesitamos. https://t.co/5mJH3LY3Af",anger
4012,Médicos cubanos en #Bolivia rechazan intento golpista en #Venezuela https://t.co/Q83AS7kBWZ,others
4013,"ESTOY LLORANDO. QUE MARAVILLA, OBRA DE ARTE, ESPECTACULAR, ALUCINANTE, INCREIBLE, MAJESTUOSO CAPÍTULO DE JUEGO DE TRONOS ME CAGO EN MIS MUERTOS. NO DOY CRÉDITO A LO QUE ACABO DE VER #GameofThrones #JuegodeTronos #BattleofWinterfell",joy
4014,"A seis días sin luz, Venezuela anuncia restablecimiento total https://t.co/PcGyLxQwMa #GretaThunberg #SaveODAAT #SalisburgoNapoli #ei https://t.co/KScruXUUvn",others
4015,Suarez esta reventado y vuelve a ser titular a pocos días de jugar contra el Liverpool.... hay equipo como para darle descanso. #FCB #fcblive #LaLiga,others
4016,¡NO HAY RETORNO! USER y los manifestantes se dirigen hacia el oeste de #Caracas https://t.co/LAhyHcx0ny #30Abr #Venezuela,others
4017,USER No se apropie de la bandera de España. Yo no le voté y estoy muy orgullosa de mi bandera y mi nacionalidad #ElecccionesGenerales28A,others
4018,Bienvenidos al templo de Leo Messi. #UCL #BarçaLFC #ChampionsLeague,others
4019,A mí que me daba miedo el capítulo de #JuegodeTronos de esta noche y lo que me está asustando realmente es el resultado de las #eleccionesgenerales #28A,fear
4020,¡Buenos días! Hoy comienza la jornada 35 de #LaLiga. Tienes TODAS las POSIBLES ALINEACIONES en la web. Entra: https://t.co/ajalEjICSS,joy
4021,"Es imposible no llorar con estas imágenes, lloro de alegría, al ver a un pueblo que se levante ante la tiranía. ¡No desistas hermano Venezolano! Gracias a tu lucha desde hoy ya nada será igual en #Venezuela -… https://t.co/SWVZ8MGMEC",joy
4022,Parece que a algunos no les sienta bien que la niña esté empeñada en salvar nuestro planeta 🌍 #GretaThunberg https://t.co/kFgLQwyFfy,others
4023,"La catedral de #NotreDame de #París, una joya arquitectónica de más de ocho siglos de historia, fue devorada por un terrible #incendio en la tarde de ayer. #IncendioNotreDame https://t.co/1zD1sXPdYd",sadness
4024,"El #28A es la mejor fecha para que te toque estar en una mesa electoral, os librais de madrugar mañana después de haber visto la batalla de Winterfell #juegodetronos #GameofThrones #EleccionesGenerales28A",others
4025,Bien Teresa Stegen guardando el 0. USER 1-0 USER #ChampionsLeague USER #ChampionsxESPN,others
4026,lo que han echo siempre #ElecccionesGenerales28A #Elecciones2019 #EspanaDecide #Elecciones28A,others
4027,Parece de película. LIBERTAD para #Venezuela https://t.co/E6a66pI5nc,surprise
4028,Los que EN FERRAZ estais gritando “sí se puede”....os podeis ir a la puta mierda. #ElecccionesGenerales28A Vuestro futuro presidente va a hacer lo imposible por pactar con C’s. Y el tonto no es él. Los tontos soys VOSOTROS!,anger
4029,#ElecccionesGenerales28A Un pueblo ignorante es un instrumento ciego de su propia destrucción...😔,sadness
4030,"Hoy me siento orgulloso del país en el que vivo. Mi España, has demostrado por qué somos el mejor país del mundo para vivir si eres mujer, homosexual o inmigrante. #ElecccionesGenerales28A",joy
4031,Ajá pero díganme qué causó el fuego en #NotreDame ????,others
4032,"Asi estoy después de ver el #Got8x03 🤯🤯🤯 El de las gafas, es un colega que aún no lo ha visto. #JuegoDeTronos #GOT #BattleOfWinterfell Capitulazo brutal!!!!!!! 😱 https://t.co/RI3AcHgOKQ",surprise
4033,"FELIZ. Gracias España! Los españoles hemos demostrado que somos mejores que nuestros políticos. No queremos odio, enfrentamiento ni ir hacía atrás. Lo que queremos es igualdad, avanzar y diálogo. #28A #ElecccionesGenerales28A",joy
4034,"Era penal para el Barcelona, #ChampionsLeague",others
4035,🗓️ ¡¡ HOY es el #15MClimático !! Y gracias a #GretaThunberg 💪🏽👧🏼 y millones de jóvenes el planeta 🌍 tiene futuro. 📣 #ClimateStrike #ClimateAction #climatemarch #15marzo #15M #PlanetDefender #fridaysforfuture #schoolstrike4climate #ClimateChange #GlobalWarming #Activist 🙌🏽 https://t.co/rLDBXmBNRx,joy
4036,¡¡¡Barcelona acaba de ganar su liga # 26 en su historia!!! 🏆 #Barça #Barcelona #LaLiga https://t.co/22wbBaEKck,joy
4037,Pero que viva el futbol!!! #ChampionsLeague,joy
4038,ARDE NOTRE DAME!!! **DESTRUIDA**//Familia Marlana https://t.co/z53Mqzbt2w #NotreDameEnLlamas,sadness
4039,"Un discurso encendió la chispa. La valiente protesta de #GretaThunberg contra el #CambioClimático inspiró a millones de jóvenes en todo el mundo. Hoy #estudiantes de un centenar de países, exigieron a los líderes mundiales acciones concretas para salvar el #planeta.🌳🌿🌍[bu] https://t.co/qkwp2K5EPy",others
4040,"Ayer me aterrorizó el incendio en #NotreDame. Sin embargo, hoy se nos abre un bonito e interesante proceso de restauración en uno de los símbolos de nuestra cultura. Intentemos hacerlo tan bien como los maestros medievales.",joy
4041,#ObservatorioElectoral Analizan que encuestas en #España fueron precisas en los resultados de las #ElecccionesGenerales28A #SeguimosInformando https://t.co/c1XwDXfVLZ,others
4042,Una de las librerías más bonitas de #Madrid. Y la más bonita de nuestro #Tetuán. Feliz #DiaDelLibro! https://t.co/FygBWp9XeZ,joy
4043,"Caminar, una sonrisa a cada paso y respirar. Será bonito lo que quede por llegar. #Venezuela ❤️ https://t.co/XGx98bOzW3",joy
4044,Cómo hacer para descansar los pulgares Dios... la única herramienta de protesta fuera de #venezuela,others
4045,Exclusiva: Primeras declaraciones de Pablo Casado tras los primeros datos del escrutinio. https://t.co/dENjFBHxSH #EleccionesL6 #EleccionesA3N #Elecciones2019 #ElecccionesGenerales28A #eleccionesmediaset #EleccionesGenerales #Elecciones28A #EleccionesRTVE #EleccionesGenerales28A,others
4046,Lo que se perdió Salah!!!! #ChampionsLeague,others
4047,"USER USER USER USER #Cuba Nuestro problema no es con el pueblo cubano sino con las sanguijuelas castristas que tienen 20 años maldiciendo nuestro país #Venezuela. Si no se van, serán Antorchas Humanas...",anger
4048,"¡Algo hay que hacer! ¡Orgullosos del nivel de concienciación, salimos a la calle! #parosimbólico #FridaysForFuture #HuelgaClimática #TresCantos #GretaThunberg #justiciaclimática https://t.co/arjrhQFijD",joy
4049,DARLE UNAS PUTAS GAFAS AL ARBITRO #ChampionsLeague,anger
4050,"#ChampionsLeague el árbitro se preocupa más por las camisetas que por los codazos, rodillazos y tlaqueadas",others
4051,USER va a donar 140 millones de euros para restaurar #NotreDame. Adivinen cuantos euros dona a países pobres? La respuesta les sorprenderá,surprise
4052,Si gana el Barça significa que mi papá andará feliz 😂 #ChampionsLeague,joy
4053,💙 CAMPEONES ❤️ El verdadero campeon de Liga #LaLiga La fiesta blaugrana!!! https://t.co/WLQf84eTyA,joy
4054,"En definitiva, lo ocurrido hoy en #Venezuela fue otro show de la oposición fascista para que el asesino, Leopoldo López y su desteñida, mala madre, mujer se asilaran en la embajada chilena. Por qué mantener relaciones diplomáticas con países q no nos quieren? USER",anger
4055,"USER No te angusties pajarito, es solo el principio del fin, ningun #golpe, mañana se repetirá lo mismo, hasta que ustedes se vayan voluntariamente o hasta que los #USA pierdan la paciencia y los vayan. #Venezuela #libre USER https://t.co/rPbKMzqlva",others
4056,ESTO SI ES PARA ESTAR ORGULLOSA DE MI PAIS Y NO LO QUE OTROS QUIEREN HACERNOS CREER. SI SE PUEDE 💪🏾💜❤️. #ElecccionesGenerales28A #28A,joy
4057,"Dos familias del lujo francés, los Pinault y los Arnault, se comprometen a devolver su esplendor a #NotreDame con donaciones millonarias https://t.co/SlKrKPHU2R",surprise
4058,USER jugo como campeón. Jurgen Klopp y el USER tendrá que dejar el alma en #Anfield para demostrar que está listo para volver a la elite. #Liverpool #Barcelona #ChampionsLeague #ChampionsXESPN #UCL,joy
4059,"En el #DíadelLibro recomiendo ""El Futuro es Vegetal"" de Stefano Mancuso https://t.co/XlMrP6RrCU",others
4060,"EN RESPUESTA A LAS MENTIRAS Y AL ODIO, DÉJENME CLARIFICAR ALGUNAS COSAS SOBRE MI HUELGA POR EL #CLIMA por #GretaThunberg https://t.co/hxiLDl5zw7 vía USER",anger
4061,"En el día del libro, se da gracias al autor, Pero contesta -es un placer- el lector. #DiaDelLibro #DiaInternacionalDelLibro #DiadelLibro2019",joy
4062,"Después de #AvengersEndgame , el día electoral y #BattleForWinterfell de #JuegoDeTronos siento que me falta algo: más de medio corazón. https://t.co/RgerUuPwRl",sadness
4063,Es muy triste lo de #NotreDame 😞,sadness
4064,Quién crees que va a morirá esta noche? Esperamos sus comentarios ⬇️ #juegodetronos #gameofthrones #trivia #series #seriejuegodetrnos https://t.co/z5LpxnaGI5,others
4065,USER Esta imagen me resultó fantástica #NotreDame https://t.co/ThyILQyQWe,joy
4066,"Los de derechas tienen que estar muy contentos, querían una españa unida y nos hemos unido pero bien ¿Ahora mejor? #ElecccionesGenerales28A",joy
4067,Cuando haces una nefasta defensa del Trabajo de fin de Máster... #EleccionesL6 #EleccionesRTVE #ElecccionesGenerales28A https://t.co/tPG9nPNGDM,others
4068,"Ver a los representantes más sesudos e impostados del mundo occidental escuchar con admiración las fantasías proféticas de una niña, me hacen temer la vuelta a los tiempos oscuros del medievo #GretaThunberg",others
4069,Arya después de cumplir con lo suyo #GameOfThrones #JuegodeTronos #BattleofWinterfel #Got8x03 #NotToday https://t.co/AJIY9YgQWJ,joy
4070,#VenezuelaLibre vamos pueblo que si se puede soñar con una patria libre!! FUERZA,joy
4071,Todo listo! Caja China + Chelita 🍺😏⚽️ #ChampionsLeague,others
4072,Vamos #Venezuela no más de ese loco patan 🔥🔥🔥,anger
4073,"Es sorprendente la cantidad de ""profetas"" que han aparecido en las últimas horas para explicarnos por qué ha ocurrido lo que ha ocurrido en #NotreDame",surprise
4074,#LaLiga 1-1: #Athletic y #Alavés prolongan su puja por la séptima plaza https://t.co/dG9r4mFsrz,others
4075,Una pena que mis ojos no vayan a poder ver en vida nunca más Notre Dame sin andamios o acabada la restauración. Sabemos cómo van estas cosas de despacio. Una pena. #NotreDameEnLlamas,sadness
4076,Y mañana es el #Diadelconsumidor #Kontsumitzaileareneguna y las manifestaciones para reivindicar los #FridaysForFuture de #GretaThunberg. Para pensar... https://t.co/a55YAUWEbR,others
4077,"Un lector vive mil vidas antes de morir, el que no lee, solo vive una Jojen Reed🙌 Hoy #23Abr en el #DiaDelLibro 📚te recomendamos 6 textos indispensables que debes leer para alcanzar el éxito empresarial. #Consultor #Emprendedor #empresa #asesor #líder #empresario #negocio https://t.co/6g2sonc07e",others
