id,texto,emocion_original,grupo,estudiante
1209,¿Debe morir Jaime Lannister en #JuegoDeTronos? ¿A favor o en contra? https://t.co/tDHaNkSaTd https://t.co/uTi9pmFcHV,others,G,1
1210,Mucho ánimo a todos los estudiantes que hoy se movilizan contra el cambio climático. Los mayores tenemos que aprender de los más jóvenes. Vosotros sois la esperanza y el futuro. #NoIncineración #BasuraCero #15M #gretathunberg #Bierzo #ClimateStrike https://t.co/jAr2mKSHZX,joy,G,1
1211,"#ÚltimaHora Opositor venezolano Leopoldo López y su familia, refugiados en embajada chilena https://t.co/9w2BpqQM4F #Venezuela #EnSegundos https://t.co/3X72KJ3R6q",others,G,1
1212,Muy triste lo sucedido con la Cathedral de #NotreDame #NotreDameFire https://t.co/GoXI1vQp1g,sadness,G,1
1213,Lo mejor de la vida 😍⚽️ #FelizDiaDelTrabajo #DiaDelTrabajo #ChampionsLeague https://t.co/mSJDnZBBkG,joy,G,1
1214,#LaLiga🇪🇸 ¡Se termina el primer tiempo! USER 0-0 USER EN VIVO: https://t.co/1RXJmqFCeo,others,G,1
1215,"Como cuando consigues una rata en tu casa, que te ve y se esconde, así esta Maduro y su combo. Tarde o temprano el fin será el mismo. Fuerza #Venezuela pronto serás libre",others,G,1
1216,"-Qué pena la pérdida de tanta historia, cultura y patrimonio en el incendio de #NotreDame -ñañañañaña",sadness,G,1
1217,El continuismo hace mucho daño #VenezuelaLibre #Venezuela,others,G,1
1218,"Hoy, #15deMarzo #FridaysForFuture 💪 Porque los niños, niñas y adolescentes #TienenMuchoqueDecir Por el bien de tod USER , comprométete‼️ #GretaThunberg #HuelgaporelCambioClimático https://t.co/qceUmqnafJ https://t.co/pGAGhBoKrl",others,G,1
1219,Un poco de fut para bajar la comida y antes de la final de la #championsleague . #AleYu #BetoYu #backyard #soccer #uefachampionsleague #fcbarcelona #liverpoolfc https://t.co/6SsE3mnSbq https://t.co/j0IGCeIIVn,others,G,1
1220,No entiendo a la gente que en este momento hace bromas sobre Quasimodo. El incendio en la Catedral de #NotreDame es una auténtica desgracia. Una pena verla así y una pena que haya personas sin empatía en momentos tan duros.,sadness,G,1
1221,"En #Venezuela, se registran enfrentamientos entre militares leales al presidente venezolano, Nicolás #Maduro, y opositores al gobierno de ese país. ➡️ https://t.co/HJ8JUmzRcs || #Notimex https://t.co/0iLnFWaS5A",others,G,1
1222,#GretaThunberg 🌎 el mundo nos necesita así que es hora de alzar la voz,others,G,1
1223,#Cómplices en la feria del libro de #Armilla. Hoy es un día perfecto para embarcarse en esta aventura! USER #leereslamejoraventura #libros #diadellibro https://t.co/R7ShdE9Brf,joy,G,1
1224,#LaLiga ¡Final! El Barça conquista su Liga número 26 tras vencer al Levante con un gol de Messi. https://t.co/4Pk6J1zi2Q,others,G,1
1225,Regalito del #díadellibro ❤️ ☺️ . Nunca había escuchado sobre la programación neurocaligráfica pero tiene muy buena pinta. 🤓 . Se trata de una serie de ejercicios para trabajar a través… https://t.co/P7FYp48giM,others,G,1
1226,Reitera #FuerzaArmada de #Venezuela lealtad a instituciones legítimas (+video) https://t.co/3qoE6Rprcg https://t.co/VlN5yFCbRq,others,G,1
1227,#Telemadrid inaugura una nueva era con la realidad aumentada en el especial #Telemadrid28A Hoy desde las 19:00 no os lo perdáis. USER USER #elecciones #28A #Elecciones28A #ElecccionesGenerales28A Y desde https://t.co/HZ7XNo6uC0 la información minuto a minuto. https://t.co/Q4XcmlelEJ,others,G,1
1228,🏆 ¡CAMPEONES DE USER 2018-19! 8 ligas en 11 años. Lo extraordinario es que parezca normal. 🖌🎨 #WeColorLaLiga 🔵🔴 #VisçaBarça #LaLiga,joy,G,1
1229,Que animal Ter Stegen por favor #ChampionsLeague,others,G,1
1230,"Cual fuego de infierno, me quema el corazón. 😣 #NotreDame",sadness,G,1
1231,"#GretaThunberg, 16 años, sobre la huelga por el #CambioClimatico de los jóvenes europeos: ""Si decís que perdemos nuestro tiempo haciendo huelga cada viernes, pensar entonces que habéis perdido [los gobernantes]... decadas"". TODA LA RAZÓN. https://t.co/0LUbLHLirZ",others,G,1
1232,Nadie podía matar al #NightKing y nadie lo hizo #AryaStark #JuegoDeTronos https://t.co/9z9fdVo3aE,others,G,1
1233,Buena forma forma de celebrar el #DiaDelLibro iniciando una nueva lectura. #dia https://t.co/bRSQQyzutC,others,G,1
1234,"Que vergüenza, nos vamos a la mierda pero cuando lo queráis ver ya será demasiado tarde, mucho asco hacia USER pero habéis votado a un presidente que pacta con independentistas y terroristas🤮 #ElecccionesGenerales28A",disgust,G,1
1235,Usos luchan. Otros patalean. Usos luchan. Otros NO. #GretaThunberg #Bruselas #Lucha #ClimateChangeIsReal #ClimateEmergency #climatechange #solounaidea #larepublicanoexisteidiota #JoNoFaigVaga21F #21FVagaGeneral #BuenosDiasMundo #FelizFinde #FelizFinDeSemana #FelizViernesATodos https://t.co/7cTQ2yv16H,others,G,1
1236,"USER Nací en el 1998, año en el que se llevó a cabo el mundial en Francia, y siento una tristeza por lo de Notre Dame como si estuviera en mi propia ciudad. #NotreDame",sadness,G,1
1237,Confiaba en que el facherío no tendría tanta representación. Por lo visto hay más idiotas de lo que pensaba 🤔#ElecccionesGenerales28A,disgust,G,1
1238,Sin duda alguna EL CAPÍTULO!!! Tensión de principio a fin!!!! 😱 #GameofThrones 🧟‍♂️🐲🔥🗡⚔️💃🏽 #JuegodeTronos #ASongOfIceAndFire #NotToday,surprise,G,1
1239,"Mi resumen de la serie, ARYA LA PUTA AMA. #JuegodeTronos",joy,G,1
1240,"Si tienes a #Messi pasan estas cosas, dominaba el USER pero..... #FCBarcelona 2x0 #Liverpool #ChampionsLeague https://t.co/lrY5lvUx1e",others,G,1
1241,Una de las mejores cosas de estos resultados es que desaparezca el discurso de mierda de que Pedro Sánchez es un okupa #28A #ElecccionesGenerales28A,anger,G,1
1242,"Eh, rey de la noche. Eso es trampa hijo de puta #JuegodeTronos #VivePoniente",others,G,1
1243,#LaLiga 🏆 | #BarçaLevante ⚽ 🔸 Amarilla para Busi... 30 segundos... 🕛 92' 1-0 #EnDirecto ▶️ https://t.co/Dolthgpm5X https://t.co/in2bfszgQg,others,G,1
1244,Que viva el rey. El Fútbol club Barcelona Ed el nuevo campeón de la liga española. Con 83 puntos el club catalán logro salir campeón a falta de dos fechas para culminar USER . #Barcelona #Cataluna #LaLiga #Campeones #Messi #Dembele #soccer #Champions https://t.co/XCjkg4l3vG,joy,G,1
1245,"Hoy he comentado #JuegoDeTronos y creo que ha sido sin spoilers. No he hablado de ninguna escena en concreto ni he mencionado personajes. Tampoco he dicho frases clave de la trama. Si alguien siente que mi reacción es un spoiler, pido perdón. #gameofthrones #NoSpoilers",others,G,1
1246,¡Que Pablo Casado no quiere dar declaraciones tras el pésimo resultado en las elecciones del PP! #EleccionesL6 #ElecccionesGenerales28A https://t.co/YFzxd318ET,joy,G,1
1247,"No tengo pruebas pero tampoco dudas de que es, hasta el momento, el mejor capítulo de #JuegodeTronos Qué barbaridad",joy,G,1
1248,"#VenezuelaPatriaSoberana #VenezuelaSeRespeta La #CNN desesperada , aplica mecanismo de #FakeNews para #Venezuela, ya bastante desgastada y sin resultados. Un juego muy irresponsable el de la #CNN https://t.co/JwQ1Qh6UlW",anger,G,1
1249,No tengo palabras para el capítulo que acabámos de ver. No pienso hacer ningún spoiler porque es para vivirlo. Impresionante. No digo más. #GameofThrones #JuegodeTronos https://t.co/8paJWbHmK7,surprise,G,1
1250,"¡Qué grande eres #Messi! Con doblete de Leo y uno más de #Suárez, #Barcelona derrota al #Liverpool y prácticamente sentencia la Semifinal de la #ChampionsLeague https://t.co/kEGgbZqt18",joy,G,1
1251,"#ChampionsLeague a pinx Dembele, de un 3-0 a un 4-0 hay muchísima más diferencia que un solo gol",others,G,2
1252,"Imagino que el mismo dolor que hoy se siente tras la perdida de siglos de historia resguardados bajo y sobre la bóveda de la iglesia de Notre Dame, debe ser el mismo que se sintió tras la pérdida de narraciones fantásticas bajo el fuego en la biblioteca de Alejandría #NotreDame",sadness,G,2
1253,USER La Unión Europea ha sido absolutamente inútil en ayudar a recuperar la democracia o preservar los derechos humanos en #Venezuela. Muchas gracias por su opinión https://t.co/YYgOczO4no,sadness,G,2
1254,"Si uno q es aficionado está nervioso cómo estarán los jugadores, Vamos #Barcelona #ChampionsLeague #BarçaLFC",surprise,G,2
1255,Luego pasan catástrofes de verdad y no donamos ni un puto euro. #NotreDameEnLlamas,anger,G,2
1256,Círculo de invocación: 🕯 🕯 🕯 🕯 🕯 que no maten 🕯 a ningún dragón 🕯 🕯 🕯 🕯 🕯 🕯 #GameofThrones #JuegoDeTronos,fear,G,2
1257,Creo que acabo de asistir al episodio más acojonante de #juegodetronos Joder joder joder,surprise,G,2
1258,"70' Después del gol de #Messi, el Levante se acerca cada vez más al arco del Barcelona. El equipo Culé quiere tranquilizarse y volver a tener la pelota, empezará a jugar de contra. #MessiDe10 #BarçaLevante #ForçaBarça #LaLiga https://t.co/9okAeOljNh",others,G,2
1259,Hablan de reconstrucción de una catedral del siglo Xll #notredame.😰😖 https://t.co/HcwiNpiNei,sadness,G,2
1260,"Tenías que ser tu el que no la diera!!! ¡Somos campeones! 10 de tus últimas 15 ligas #GOAT #D10S 8 de las últimas 10 son del Barça, dominadores de la mejor liga del mundo #Campions #Campeones #Champions #BarçaLevante #LaLiga https://t.co/7595UX4002",joy,G,2
1261,"Ya tengo en mis manos ""del amor y otros demonios"", veamos que tan depresiva me puedes poner, Gaby 🤔😆😆 #DiaDelLibro",others,G,2
1262,La #ONU llamó a Maduro y a Guaidó a «evitar cualquier violencia» en #Venezuela https://t.co/t6G6h9TgC2,others,G,2
1263,Min.88 [1-0] Se ha revisado en el VAR un posible penalti por manos de Arias. No se concede. #LaLiga,others,G,2
1264,Los reto a que duerman hoy... #Maracaibo #Venezuela,others,G,2
1265,Que orgulloso estoy de ser Español de bien. #EleccionesL6 #ElecccionesGenerales28A #GraciasEspañoles https://t.co/CbdI0pFovu,joy,G,2
1266,#Venezuela Pompeo desvela que Maduro estaba listo para huir https://t.co/cCju03S6sQ,others,G,2
1267,"Quasimodo, tu refugio arde, ya no tendrás donde ir cada vez que te persigan, qué gran tristeza. #NotreDame #Quasimodo https://t.co/vIDfnRJoMp",sadness,G,2
1268,Federico Guevara | ¿Quiénes son los multimillonarios del lujo y la moda que prometieron millones para la restauración de #NotreDame? https://t.co/Z4bZWvvbA9,others,G,2
1269,"La Extrema derecha moviliza a la izquierda, parece ser que la razón y el sentido común va ganando frente a los insultos, amenazas, homofobias.... #ElecccionesGenerales28A #eleccionesmediaset",others,G,2
1270,El poder real le pertenece al pueblo #gretathunberg 👊🏻 https://t.co/loXWb6n6Qa,others,G,2
1271,Unos de fiesta y otros de funeral #ElecccionesGenerales28A https://t.co/Q2mwa7ypLB,sadness,G,2
1272,El #Ajax juega muy bien y no quiero desmerecer su triunfo de ayer ante los #Spurs por la #ChampionsLeague pero le hace mucha falta Harry #Kane igualmente el #Ajax demostró un gran juego y es justo ganador. Todo puede pasar!,sadness,G,2
1273,El USER se proclama CAMPEÓN DE LIGA! #LaLiga,joy,G,2
1274,Vos estás loco Lionel #Messi. Nada más que tuitear. #ChampionsLeague #Goat 🐐😍,others,G,2
1275,"USER USER USER USER USER En 4/7 libros que volvería a leer ""Orlando"" de Virginia Woolf y reto a USER #DiaDelLibro https://t.co/3xIhTRT5pT",others,G,2
1276,"Qué tristeza 🙄 Cuánta gente debe salir lastimada, sólo por el capricho de 1 humano. #Venezuela https://t.co/wjYTwjznMd",sadness,G,2
1277,"Ganó el Atlético de Madrid, pero el Barça se puede coronar hoy si vence al Levante. #AtletiRealValladolid 1-0 #LaLiga ⚽️ 🇪🇸 https://t.co/lBKYHEIBeJ",others,G,2
1278,Entre #AvengerEndgame #GOTS08E03 y #VenezuelaLibre tengo los nervios destrozados https://t.co/S0RkArWa2O,fear,G,2
1279,"Con todo el respeto hacia todo el mundo, aunque quizás no se me entienda, solo tengo dos palabras: Pobre España. #ElecccionesGenerales28A",sadness,G,2
1280,Siento miedo ante el resultado de las #ElecccionesGenerales28A . Tras el nefasto resultado solo me queda la esperanza fijada en USER . Que dios mantenga la unidad de España.,fear,G,2
1281,"#GretaThunberg, una niña sueca de 16 años, nominada al #Nobel, dice en la cara de los políticos poderosos lo que tienen que oir acerca del #CambioClimático: ""Y si es tan imposible encontrar soluciones dentro del sistema, entonces tal vez deberíamos cambiar el sistema"" https://t.co/MW4pQBuYRO",others,G,2
1282,"En el fútbol, como en todo en la vida, no gana siempre quien lo merece...No es matemáticas. Injusto resultado para Liverpool. Xro es que Dios no es justo, esta visto #ChampionsLeague",others,G,2
1283,Solo puedo decir... vaya capítulo. Aún estoy intentando recuperar el habla porque me he quedado en puro shock. No sé si llorar o reir o qué. #GameOfThrones #JuegoDeTronos,surprise,G,2
1284,"DATO : En 2 temporadas de USER , con E.Valverde por ahora el USER ha perdido TAN SÓLO 3 PARTIDOS de 73. Aquí lo dejo. #laliga #BarçaLevante #Campeones #CampNou #Barça #BARLEV",others,G,2
1285,Te invitamos a revisar esta lista con 10 grandes libros de #rock que debes leer. #DíaDelLibro https://t.co/AudVb4Iu9g https://t.co/MReoDPMzNS,others,G,2
1286,Si te parece confusa la situación política en #Venezuela lee este hilo. https://t.co/UDUigsQTb8,others,G,2
1287,"#GretaThunberg, a la UE entre lágrimas: «Nuestra casa se desmorona, el futuro está en sus manos» https://t.co/m5dMroMgVt vía USER",sadness,G,2
1288,"USER Y la tensión en #Venezuela no la muestran? Enfrentó a la policia ese militante, menos mal está todo reflejado en un video",anger,G,2
1289,"#Amen #NotreDame #notredameenllamas #NotreDamedeParis #NotreDameCathedral Me sumo a las palabras del Santo Padre. Me siento muy triste por el incendio, me sumo al dolor del pueblo francés. Se qué será posible la reconstrucción de la Catedral, es una superviviente y resurgira. https://t.co/6fXLGSPZ9S",sadness,G,2
1290,Feliz día del libro a todos mis lectores #DiaDelLibro,joy,G,2
1291,"Lo único bueno de estos resultados es que mañana no va a haber cristales rotos ni contenedores quemados, porque los fascistas no somos nosotros. #ElecccionesGenerales28A #Elecciones2019",others,G,2
1292,"El Levante es el 2°equipo más goleado de la Liga, solo el Rayo, ha recibido un gol más que ellos... Imagino que Valverde opte por jugar como contra el Alavés, con algunos menos habituales, para terminar con ""TODOS"" en el campo, para celebrarlo #LaLiga 🏆 #BARÇACampeón",others,G,2
1293,"Un abrazo a los colaboradores de #InderCuba en #Venezuela, sólidos en sus posiciones de trabajo como respuesta a quienes intentan destrozar la obra de la Revolución Bolivariana. #ManosFueraDeVenezuela. https://t.co/3gkgGdXeSj",joy,G,2
1294,Dijo alguna vez el escritor Ray Bradbury: “Usted no tiene que quemar libros para destruir una cultura. Sólo tiene que hacer que la gente deje de leerlos”. 👏👏👏 #DiaDelLibro… https://t.co/aG9K5IlbhK,sadness,G,2
1295,"Desde este pequeño foro que tengo mando mucha luz, mucha fuerza y todo mi apoyo a Venezuela. #Venezuela",others,G,2
1296,"Con un solitario gol de Neyder Moreno, Envigado venció 0-1 a Equidad en el Metropolitano de Techo por la Jornada 18. #LaLiga",others,G,2
1297,"📚El libro, como el mar🌊 , alberga en sus profundidades un tesoro que solo el navegante de sus letras podrá disfrutar⚓️ #Diadelidiomaespanol #DiaDelLibro #Diadelidioma",others,G,2
1298,“No deberíamos tener que faltar a clase para luchar por el clima” Greta Thunberg https://t.co/4IJHL3jI8g #cambioclimatico #GretaThunberg https://t.co/O1B2958o3E,others,G,2
1299,Ha perdonado mucho el Liverpool y ha aparecido el mejor futbolista de todos los tiempos. #ChampionsLeague #BarçaLFC #Messi,others,G,2
1300,"Maduro es un dictador y estas son acciones para recuperar la vida y dignidad en #Venezuela. La izquierda más rancia lloriquea, empezando por USER ; que demuestra su talante autoritario y su inmoralidad violenta. Dan asco quienes se hacen tontos ante la crisis! USER https://t.co/8GQ7ihRfrw",anger,G,2
1301,"Para sentir pena no es necesario ser creyente. Un monumento histórico,un himno, una bandera se respeta. La insensibilidad y el desprecio que vi hoy es de no creer, las creencias de otros no deben ser juzgadas y a la vez uno no tiene q imponerle a otros lo q uno cree. #NotreDame",sadness,G,3
